,dataset,embedding_model,agg_method,similarity,edge constructor,clusterer,depth,connected_nodes,percentage_connected,degree_of_separation
39,medium1k,minilm,mean,cosine,knn50,kmeans70,1.0,299.0,0.144,1.9413720740828404
40,medium1k,minilm,mean,cosine,knn50,kmeans70,2.0,61.0,0.029,1.9413720740828404
41,medium1k,minilm,mean,cosine,knn50,kmeans70,3.0,1615.0,0.78,1.9413720740828404
42,medium1k,minilm,mean,cosine,knn50,gmm50,1.0,46.0,0.022,2.046007877419352
43,medium1k,minilm,mean,cosine,knn50,gmm50,2.0,49.0,0.024,2.046007877419352
44,medium1k,minilm,mean,cosine,knn50,gmm50,3.0,1950.0,0.951,2.046007877419352
45,medium1k,minilm,mean,cosine,knn50,gmm70,1.0,242.0,0.117,1.9286413870269445
46,medium1k,minilm,mean,cosine,knn50,gmm70,2.0,57.0,0.028,1.9286413870269445
47,medium1k,minilm,mean,cosine,knn50,gmm70,3.0,1711.0,0.826,1.9286413870269445
48,medium1k,minilm,mean,cosine,knn70,kmeans50,1.0,6.0,0.003,2.056819906017997
49,medium1k,minilm,mean,cosine,knn70,kmeans50,2.0,49.0,0.024,2.056819906017997
50,medium1k,minilm,mean,cosine,knn70,kmeans50,3.0,1994.0,0.972,2.056819906017997
51,medium1k,minilm,mean,cosine,knn70,kmeans70,1.0,4.0,0.002,1.9085167944431305
52,medium1k,minilm,mean,cosine,knn70,kmeans70,2.0,69.0,0.033,1.9085167944431305
53,medium1k,minilm,mean,cosine,knn70,kmeans70,3.0,1996.0,0.964,1.9085167944431305
54,medium1k,minilm,mean,cosine,knn70,gmm50,1.0,46.0,0.022,1.9467762338704075
55,medium1k,minilm,mean,cosine,knn70,gmm50,2.0,49.0,0.024,1.9467762338704075
56,medium1k,minilm,mean,cosine,knn70,gmm50,3.0,1950.0,0.951,1.9467762338704075
57,medium1k,minilm,mean,cosine,knn70,gmm70,1.0,3.0,0.001,2.0824189132143713
58,medium1k,minilm,mean,cosine,knn70,gmm70,2.0,69.0,0.033,2.0824189132143713
59,medium1k,minilm,mean,cosine,knn70,gmm70,3.0,1995.0,0.963,2.0824189132143713
60,medium1k,minilm,mean,cosine,knn_mst50,kmeans50,1.0,6.0,0.003,1.983148892565924
61,medium1k,minilm,mean,cosine,knn_mst50,kmeans50,2.0,49.0,0.024,1.983148892565924
62,medium1k,minilm,mean,cosine,knn_mst50,kmeans50,3.0,1994.0,0.972,1.983148892565924
63,medium1k,minilm,mean,cosine,knn_mst50,kmeans70,1.0,299.0,0.144,2.021027728521599
64,medium1k,minilm,mean,cosine,knn_mst50,kmeans70,2.0,61.0,0.029,2.021027728521599
65,medium1k,minilm,mean,cosine,knn_mst50,kmeans70,3.0,1615.0,0.78,2.021027728521599
66,medium1k,minilm,mean,cosine,knn_mst50,gmm50,1.0,46.0,0.022,1.9861689356027865
67,medium1k,minilm,mean,cosine,knn_mst50,gmm50,2.0,49.0,0.024,1.9861689356027865
68,medium1k,minilm,mean,cosine,knn_mst50,gmm50,3.0,1950.0,0.951,1.9861689356027865
69,medium1k,minilm,mean,cosine,knn_mst50,gmm70,1.0,242.0,0.117,2.129397809261181
70,medium1k,minilm,mean,cosine,knn_mst50,gmm70,2.0,57.0,0.028,2.129397809261181
71,medium1k,minilm,mean,cosine,knn_mst50,gmm70,3.0,1711.0,0.826,2.129397809261181
72,medium1k,minilm,mean,cosine,knn_mst70,kmeans50,1.0,6.0,0.003,1.962403932784466
73,medium1k,minilm,mean,cosine,knn_mst70,kmeans50,2.0,49.0,0.024,1.962403932784466
74,medium1k,minilm,mean,cosine,knn_mst70,kmeans50,3.0,1994.0,0.972,1.962403932784466
75,medium1k,minilm,mean,cosine,knn_mst70,kmeans70,1.0,4.0,0.002,1.9860722213867574
76,medium1k,minilm,mean,cosine,knn_mst70,kmeans70,2.0,69.0,0.033,1.9860722213867574
77,medium1k,minilm,mean,cosine,knn_mst70,kmeans70,3.0,1996.0,0.964,1.9860722213867574
78,medium1k,minilm,mean,cosine,knn_mst70,gmm50,1.0,46.0,0.022,1.90971920127454
79,medium1k,minilm,mean,cosine,knn_mst70,gmm50,2.0,49.0,0.024,1.90971920127454
80,medium1k,minilm,mean,cosine,knn_mst70,gmm50,3.0,1950.0,0.951,1.90971920127454
81,medium1k,minilm,mean,cosine,knn_mst70,gmm70,1.0,3.0,0.001,2.089765493436293
82,medium1k,minilm,mean,cosine,knn_mst70,gmm70,2.0,69.0,0.033,2.089765493436293
